time	force
1715875365.450067	0.0
1715875365.450432	0.0
1715875365.450967	0.0
1715875365.451303	0.02
1715875365.451591	0.02
1715875365.451882	0.0
1715875365.4521558	0.05
1715875365.4524338	0.0
1715875365.469961	0.02
1715875365.520989	0.05
1715875365.572026	0.0
1715875365.623263	0.02
1715875365.674308	0.02
1715875365.726086	0.02
1715875365.7763782	0.02
1715875365.827334	0.0
1715875365.8783228	0.02
1715875365.930182	0.02
1715875365.980874	0.02
1715875366.031184	0.02
1715875366.0822752	0.02
1715875366.133211	0.02
1715875366.184416	0.02
1715875366.2355359	0.02
1715875366.286316	0.0
1715875366.337218	0.0
1715875366.388022	0.02
1715875366.4415438	0.0
1715875366.4903748	0.0
1715875366.541339	0.05
1715875366.592331	0.05
1715875366.643446	0.02
1715875366.693995	0.02
1715875366.744967	0.02
1715875366.795979	0.02
1715875366.84698	0.05
1715875366.897901	0.02
1715875366.948936	0.02
1715875366.999945	0.05
1715875367.05097	0.02
1715875367.101989	0.02
1715875367.152998	0.0
1715875367.203978	0.05
1715875367.254944	0.02
1715875367.306004	0.02
1715875367.3569689	0.02
1715875367.408015	0.02
1715875367.458944	0.02
1715875367.510029	0.02
1715875367.5609899	0.0
1715875367.612022	0.05
1715875367.662969	0.0
1715875367.713901	0.0
1715875367.764983	0.02
1715875367.8159811	0.05
1715875367.8669598	0.02
1715875367.918026	0.05
1715875367.969012	0.02
1715875368.0199869	0.02
1715875368.070915	0.0
1715875368.121949	0.02
1715875368.172977	0.0
1715875368.224009	0.05
1715875368.274949	0.02
1715875368.325954	0.0
1715875368.376996	0.02
1715875368.4279811	0.02
1715875368.478973	0.14
1715875368.530839	0.29
1715875368.580939	0.48
1715875368.6320288	0.67
1715875368.682919	0.86
1715875368.733936	1.05
1715875368.784946	1.27
1715875368.835978	1.46
1715875368.8869529	1.63
1715875368.937921	1.77
1715875368.988978	1.94
1715875369.040011	2.11
1715875369.0909572	2.25
1715875369.141953	2.42
1715875369.1929688	2.59
1715875369.243996	2.71
1715875369.295027	2.85
1715875369.3459	2.97
1715875369.3969421	3.11
1715875369.447917	3.26
1715875369.499	3.38
1715875369.5499468	3.5
1715875369.600971	3.59
1715875369.652	3.69
1715875369.702954	3.81
1715875369.753958	3.93
1715875369.804939	4.05
1715875369.855971	4.17
1715875369.9069371	4.29
1715875369.95792	4.43
1715875370.0089312	4.55
1715875370.059968	4.67
1715875370.110979	4.79
1715875370.161906	4.91
1715875370.212951	5.03
1715875370.26394	5.15
1715875370.31495	5.27
1715875370.365956	5.34
1715875370.416947	5.44
1715875370.4679098	5.53
1715875370.518956	5.65
1715875370.569914	5.75
1715875370.620971	5.84
1715875370.671998	5.94
1715875370.722924	6.04
1715875370.773925	6.11
1715875370.8249862	6.25
1715875370.87594	6.32
1715875370.926941	6.39
1715875370.977895	6.49
1715875371.0288708	6.59
1715875371.07993	6.68
1715875371.130975	6.75
1715875371.181998	6.85
1715875371.232955	6.92
1715875371.2838871	7.02
1715875371.334909	7.07
1715875371.386852	7.16
1715875371.436917	7.23
1715875371.487961	7.33
1715875371.538888	7.38
1715875371.589947	7.42
1715875371.6409469	7.47
1715875371.692002	7.54
1715875371.74295	7.54
1715875371.793951	7.57
1715875371.844917	7.57
1715875371.8959308	7.54
1715875371.9469628	7.54
1715875371.9979572	7.54
1715875372.0489368	7.52
1715875372.099885	7.52
1715875372.150964	7.52
1715875372.2019641	7.52
1715875372.252929	7.52
1715875372.30396	7.52
1715875372.354902	7.5
1715875372.405956	7.5
1715875372.456907	7.52
1715875372.507904	7.5
1715875372.558924	7.5
1715875372.609904	7.5
1715875372.660873	7.52
1715875372.711908	7.52
1715875372.7629051	7.5
1715875372.8139079	7.5
1715875372.86489	7.52
1715875372.9158988	7.52
1715875372.966892	7.5
1715875373.017932	7.52
1715875373.068928	7.5
1715875373.119906	7.52
