time	force
1715875326.0614011	0.0
1715875326.0617669	0.0
1715875326.062345	0.05
1715875326.062679	0.02
1715875326.062973	0.0
1715875326.063266	0.0
1715875326.0635462	0.02
1715875326.0638258	0.02
1715875326.111611	0.02
1715875326.163279	0.02
1715875326.213658	0.02
1715875326.264694	0.02
1715875326.3158028	0.0
1715875326.366464	0.02
1715875326.4176052	0.02
1715875326.468601	0.02
1715875326.519681	0.02
1715875326.570812	0.0
1715875326.621842	0.02
1715875326.672846	0.02
1715875326.723593	0.0
1715875326.774715	0.02
1715875326.825511	0.02
1715875326.8766809	0.05
1715875326.927546	0.02
1715875326.978915	0.02
1715875327.029718	0.02
1715875327.081003	0.0
1715875327.131422	0.02
1715875327.18509	0.02
1715875327.239285	0.02
1715875327.285633	0.0
1715875327.335733	0.02
1715875327.386709	0.02
1715875327.437406	0.02
1715875327.4884338	0.05
1715875327.539379	0.0
1715875327.5904021	0.02
1715875327.641495	0.0
1715875327.692467	0.0
1715875327.743412	0.07
1715875327.794362	0.24
1715875327.845484	0.36
1715875327.89645	0.48
1715875327.947406	0.65
1715875327.998442	0.77
1715875328.049379	0.96
1715875328.100424	1.08
1715875328.151459	1.25
1715875328.202446	1.44
1715875328.253502	1.56
1715875328.304436	1.7
1715875328.355371	1.82
1715875328.406401	1.96
1715875328.45742	2.11
1715875328.50839	2.25
1715875328.559436	2.39
1715875328.6103702	2.51
1715875328.661379	2.66
1715875328.712414	2.78
1715875328.763408	2.92
1715875328.814372	3.07
1715875328.865369	3.19
1715875328.91645	3.28
1715875328.967398	3.4
1715875329.0193448	3.52
1715875329.0693812	3.66
1715875329.1204	3.78
1715875329.171424	3.9
1715875329.222392	4.02
1715875329.273367	4.14
1715875329.324427	4.26
1715875329.3754308	4.36
1715875329.426383	4.48
1715875329.4774022	4.6
1715875329.528556	4.69
1715875329.5794728	4.84
1715875329.6304471	4.93
1715875329.681358	5.05
1715875329.732416	5.1
1715875329.783424	5.2
1715875329.834435	5.32
1715875329.8854022	5.39
1715875329.936383	5.48
1715875329.9873762	5.56
1715875330.038348	5.65
1715875330.089375	5.77
1715875330.1404428	5.84
1715875330.191403	5.89
1715875330.242378	6.01
1715875330.2934122	6.06
1715875330.344411	6.18
1715875330.3954198	6.23
1715875330.4464571	6.3
1715875330.49736	6.39
1715875330.548417	6.49
1715875330.599395	6.56
1715875330.6503968	6.63
1715875330.701374	6.73
1715875330.7523541	6.8
1715875330.803432	6.87
1715875330.854398	6.95
1715875330.905341	7.02
1715875330.9564018	7.09
1715875331.0073862	7.16
1715875331.059401	7.23
1715875331.109403	7.33
1715875331.160608	7.4
1715875331.2114758	7.47
1715875331.2624278	7.5
1715875331.3133981	7.54
1715875331.364495	7.52
1715875331.415413	7.59
1715875331.466432	7.62
1715875331.517374	7.62
1715875331.568343	7.62
1715875331.620321	7.57
1715875331.670399	7.57
1715875331.72141	7.57
1715875331.7723572	7.54
1715875331.824245	7.57
1715875331.874357	7.52
1715875331.9253728	7.54
1715875331.976324	7.54
1715875332.027379	7.54
1715875332.078361	7.54
1715875332.1293461	7.54
1715875332.180321	7.54
1715875332.231416	7.54
1715875332.282374	7.54
1715875332.33341	7.52
1715875332.384311	7.54
1715875332.435304	7.54
1715875332.486367	7.54
1715875332.53738	7.57
1715875332.58834	7.54
1715875332.639431	7.54
1715875332.690321	7.54
1715875332.7413461	7.54
1715875332.792397	7.57
1715875332.843369	7.54
1715875332.894376	7.54
1715875332.945301	7.52
1715875332.99631	7.54
1715875333.047376	7.54
1715875333.098314	7.54
1715875333.149388	7.52
1715875333.2002969	7.54
1715875333.251317	7.54
1715875333.3024151	7.54
1715875333.353384	7.57
1715875333.404397	7.52
1715875333.455376	7.57
1715875333.50628	7.57
1715875333.5573661	7.54
1715875333.6083698	7.54
1715875333.65932	7.54
1715875333.710411	7.54
1715875333.761303	7.57
1715875333.812326	7.54
1715875333.863334	7.54
1715875333.9143932	7.54
1715875333.9653702	7.57
1715875334.0163121	7.57
1715875334.067361	7.57
1715875334.11834	7.57
1715875334.1694038	7.57
1715875334.220348	7.57
1715875334.2713442	7.57
1715875334.322274	7.54
1715875334.373325	7.57
