time	force
1715875586.4524422	0.02
1715875586.452967	0.0
1715875586.45361	0.0
1715875586.4539468	0.02
1715875586.454245	0.0
1715875586.454546	0.0
1715875586.454829	0.0
1715875586.4551098	0.02
1715875586.455411	0.0
1715875586.4557061	0.02
1715875586.4559622	0.0
1715875586.4562502	0.02
1715875586.456691	0.0
1715875586.4570749	0.02
1715875586.457325	0.02
1715875586.457571	0.0
1715875586.4990342	0.02
1715875586.550101	0.05
1715875586.601229	0.05
1715875586.6520672	0.02
1715875586.703336	0.02
1715875586.7543218	0.0
1715875586.805486	0.0
1715875586.856411	0.02
1715875586.907439	0.05
1715875586.95837	0.05
1715875587.0093281	0.0
1715875587.060073	0.02
1715875587.111967	0.05
1715875587.16227	0.05
1715875587.213383	0.02
1715875587.26493	0.02
1715875587.315565	0.0
1715875587.36656	0.0
1715875587.4175942	0.02
1715875587.468096	0.02
1715875587.519317	0.02
1715875587.57023	0.02
1715875587.6213481	0.02
1715875587.672287	0.02
1715875587.723861	0.02
1715875587.773982	0.02
1715875587.8249989	0.02
1715875587.876013	0.05
1715875587.9270668	0.02
1715875587.978039	0.02
1715875588.0290189	0.02
1715875588.079974	0.05
1715875588.131028	0.02
1715875588.182016	0.02
1715875588.233043	0.02
1715875588.2839942	0.05
1715875588.3349838	0.02
1715875588.3860328	0.02
1715875588.437013	0.05
1715875588.488031	0.02
1715875588.538969	0.02
1715875588.590064	0.02
1715875588.641061	0.0
1715875588.692069	0.05
1715875588.74308	0.0
1715875588.794092	0.0
1715875588.845044	0.02
1715875588.8960068	0.02
1715875588.9471	0.02
1715875588.998112	0.0
1715875589.0490391	0.02
1715875589.1000378	0.02
1715875589.1509929	0.02
1715875589.202028	0.02
1715875589.253067	0.12
1715875589.304066	0.26
1715875589.3549771	0.43
1715875589.405995	0.67
1715875589.457032	0.84
1715875589.508054	1.03
1715875589.558992	1.22
1715875589.610073	1.39
1715875589.661015	1.53
1715875589.71205	1.68
1715875589.763029	1.84
1715875589.814039	2.01
1715875589.8649971	2.13
1715875589.9168372	2.28
1715875589.967031	2.42
1715875590.0180118	2.54
1715875590.0690482	2.68
1715875590.120026	2.83
1715875590.170995	2.95
1715875590.221975	3.07
1715875590.272972	3.19
1715875590.324012	3.33
1715875590.3750558	3.45
1715875590.425992	3.54
1715875590.476987	3.69
1715875590.528013	3.81
1715875590.5790741	3.95
1715875590.63005	4.1
1715875590.680993	4.17
1715875590.731974	4.31
1715875590.7830138	4.43
1715875590.834004	4.55
1715875590.884993	4.67
1715875590.9360561	4.77
1715875590.986957	4.91
1715875591.037993	5.03
1715875591.0890722	5.13
1715875591.139976	5.24
1715875591.191008	5.34
1715875591.2420118	5.44
1715875591.292959	5.53
1715875591.344019	5.63
1715875591.394998	5.72
1715875591.445972	5.82
1715875591.4970062	5.89
1715875591.547987	5.99
1715875591.599019	6.06
1715875591.650038	6.18
1715875591.701014	6.27
1715875591.752015	6.35
1715875591.802932	6.44
1715875591.853952	6.49
1715875591.904976	6.59
1715875591.956008	6.68
1715875592.007116	6.75
1715875592.0580428	6.85
1715875592.108931	6.95
1715875592.159982	7.02
1715875592.210994	7.09
1715875592.261991	7.18
1715875592.313007	7.28
1715875592.36394	7.3
1715875592.415037	7.35
1715875592.465976	7.4
1715875592.5170162	7.45
1715875592.567961	7.47
1715875592.6189902	7.47
1715875592.669965	7.45
1715875592.721005	7.45
1715875592.772906	7.42
1715875592.82302	7.4
1715875592.8739672	7.4
1715875592.92499	7.4
1715875592.9759371	7.4
1715875593.027037	7.4
1715875593.0779898	7.42
1715875593.1289651	7.4
1715875593.179928	7.38
1715875593.2309709	7.4
1715875593.281999	7.42
1715875593.3329039	7.4
1715875593.383957	7.4
1715875593.434939	7.38
1715875593.485963	7.38
1715875593.5369952	7.4
1715875593.587977	7.38
1715875593.638998	7.38
1715875593.689943	7.4
1715875593.740986	7.38
1715875593.79198	7.38
1715875593.843006	7.4
1715875593.893962	7.38
1715875593.9449952	7.38
1715875593.99595	7.4
1715875594.046933	7.38
1715875594.0979478	7.4
1715875594.1490078	7.38
1715875594.200004	7.38
1715875594.250998	7.38
1715875594.30194	7.38
1715875594.353058	7.35
1715875594.403935	7.38
1715875594.455041	7.38
1715875594.505934	7.38
1715875594.556928	7.38
1715875594.6079848	7.38
1715875594.658974	7.4
1715875594.710006	7.38
1715875594.760989	7.4
1715875594.8119118	7.38
1715875594.862964	7.38
1715875594.9139688	7.38
1715875594.965006	7.38
1715875595.015958	7.38
1715875595.066981	7.38
1715875595.117976	7.38
1715875595.1689768	7.38
1715875595.219947	7.35
1715875595.2709608	7.38
1715875595.321913	7.38
1715875595.372969	7.35
1715875595.423979	7.38
1715875595.474985	7.35
1715875595.525933	7.38
1715875595.577811	7.38
1715875595.627886	7.38
1715875595.678907	7.38
1715875595.7299562	7.38
1715875595.7809632	7.38
1715875595.831985	7.38
1715875595.88291	7.38
1715875595.933982	7.38
1715875595.984975	7.38
1715875596.035954	7.38
1715875596.0869272	7.38
1715875596.1378849	7.38
1715875596.188938	7.4
1715875596.239991	7.38
1715875596.290978	7.38
1715875596.341964	7.4
1715875596.392975	7.4
1715875596.443914	7.35
1715875596.494879	7.38
1715875596.54597	7.35
1715875596.596961	7.38
1715875596.647996	7.38
1715875596.698886	7.38
1715875596.7499762	7.38
1715875596.800961	7.38
1715875596.851972	7.38
1715875596.9029021	7.35
1715875596.953892	7.35
1715875597.004881	7.38
1715875597.055941	7.4
1715875597.106904	7.38
1715875597.158143	7.38
1715875597.208926	7.38
1715875597.2599108	7.38
1715875597.3109	7.35
1715875597.3619	7.38
1715875597.412977	7.38
1715875597.463943	7.38
1715875597.514882	7.38
1715875597.565939	7.38
1715875597.616925	7.38
1715875597.667917	7.4
1715875597.7189162	7.38
1715875597.769899	7.38
1715875597.8209522	7.38
1715875597.871973	7.38
1715875597.9229472	7.38
1715875597.974016	7.38
1715875598.025085	7.38
1715875598.075999	7.38
1715875598.127083	7.38
1715875598.178144	7.4
1715875598.229292	7.4
1715875598.2799292	7.35
1715875598.331025	7.38
1715875598.3827991	7.38
1715875598.43303	7.38
1715875598.48415	7.35
1715875598.535517	7.38
1715875598.591135	7.38
1715875598.637332	7.35
1715875598.687948	7.38
1715875598.740555	7.38
1715875598.790134	7.38
1715875598.8412118	7.38
1715875598.891952	7.38
1715875598.943191	7.38
1715875598.99421	7.38
1715875599.047294	7.38
1715875599.095969	7.35
1715875599.146985	7.38
1715875599.1980631	7.35
1715875599.2490938	7.4
1715875599.300253	7.38
1715875599.3512142	7.38
1715875599.4033642	7.38
1715875599.45356	7.38
1715875599.506933	7.38
1715875599.555844	7.38
1715875599.607764	7.38
1715875599.6573179	7.38
1715875599.708302	7.38
1715875599.7594938	7.38
1715875599.8101609	7.38
1715875599.861266	7.35
1715875599.912242	7.38
1715875599.9632409	7.38
1715875600.023206	7.38
1715875600.065257	7.38
1715875600.115964	7.38
1715875600.166996	7.38
1715875600.218257	7.38
1715875600.269251	7.4
1715875600.3211899	7.38
1715875600.371516	7.4
1715875600.422415	7.4
1715875600.473357	7.35
1715875600.5241401	7.38
1715875600.574878	7.35
