time	force
1715876430.355495	0.14
1715876430.3558981	0.14
1715876430.3564868	0.14
1715876430.356831	0.19
1715876430.357137	0.17
1715876430.357439	0.19
1715876430.357721	0.17
1715876430.358016	0.17
1715876430.358321	0.17
1715876430.358619	0.17
1715876430.35888	0.19
1715876430.3591309	0.17
1715876430.359381	0.19
1715876430.359634	0.17
1715876430.359892	0.17
1715876430.36015	0.17
1715876430.360394	0.17
1715876430.360638	0.17
1715876430.3608801	0.17
1715876430.3611279	0.19
1715876430.361372	0.19
1715876430.3616168	0.17
1715876430.36186	0.17
1715876430.362103	0.14
1715876430.362344	0.07
1715876430.362586	0.05
1715876430.362828	0.05
1715876430.363071	0.02
1715876430.363314	0.05
1715876430.3635561	0.05
1715876430.3638	0.05
1715876430.3640409	0.05
1715876430.3642812	0.05
1715876430.3645241	0.02
1715876430.364769	0.05
1715876430.3650382	0.05
1715876430.410508	0.05
1715876430.461521	0.05
1715876430.5125902	0.02
1715876430.5635898	0.02
1715876430.614678	0.05
1715876430.665704	0.05
1715876430.716979	0.05
1715876430.768021	0.0
1715876430.8189352	0.02
1715876430.8701508	0.02
1715876430.921406	0.02
1715876430.972149	0.02
1715876431.022775	0.02
1715876431.0740092	0.02
1715876431.125001	0.02
1715876431.17581	0.02
1715876431.226971	0.02
1715876431.2779672	0.02
1715876431.328916	0.05
1715876431.3798149	0.02
1715876431.4306118	0.05
1715876431.4831512	0.02
1715876431.533092	0.05
1715876431.5838752	0.02
1715876431.634897	0.05
1715876431.685759	0.05
1715876431.736533	0.05
1715876431.787515	0.02
1715876431.838549	0.05
1715876431.8894458	0.05
1715876431.9405131	0.07
1715876431.991484	0.19
1715876432.0425	0.34
1715876432.09445	0.5
1715876432.1444669	0.65
1715876432.195487	0.81
1715876432.2464619	0.98
1715876432.297487	1.13
1715876432.348522	1.27
1715876432.3994539	1.41
1715876432.4504719	1.56
1715876432.501454	1.72
1715876432.552566	1.84
1715876432.603538	1.99
1715876432.654594	2.11
1715876432.705456	2.25
1715876432.756499	2.35
1715876432.807522	2.44
1715876432.858542	2.56
1715876432.909497	2.68
1715876432.960503	2.78
1715876433.011541	2.9
1715876433.062539	2.99
1715876433.1135209	3.11
1715876433.164472	3.21
1715876433.215532	3.33
1715876433.266444	3.4
1715876433.317496	3.52
1715876433.3684921	3.62
1715876433.419455	3.76
1715876433.4705439	3.83
1715876433.5216682	3.93
1715876433.5724642	4.0
1715876433.623501	4.1
1715876433.674528	4.17
1715876433.7255208	4.24
1715876433.776458	4.31
1715876433.827496	4.36
1715876433.87853	4.43
1715876433.929516	4.53
1715876433.980497	4.6
1715876434.03147	4.67
1715876434.0824409	4.72
1715876434.133448	4.79
1715876434.184522	4.89
1715876434.235528	4.93
1715876434.28651	5.03
1715876434.337445	5.08
1715876434.388439	5.13
1715876434.439517	5.2
1715876434.490473	5.27
1715876434.541499	5.32
1715876434.5924191	5.36
1715876434.643466	5.44
1715876434.69452	5.53
1715876434.745492	5.53
1715876434.796515	5.6
1715876434.8474822	5.65
1715876434.899385	5.7
1715876434.949471	5.75
1715876435.0004961	5.8
1715876435.0515041	5.84
1715876435.102477	5.89
1715876435.153453	5.94
