time	present_current	position_shift
1715876364.128833	23.52	0.0
1715876364.16082	16.8	0.5274725556373596
1715876364.192815	20.16	1.6703296303749084
1715876364.224833	23.52	2.989010989665985
1715876364.256748	20.16	4.395604372024536
1715876364.288779	23.52	5.802197813987732
1715876364.320874	23.52	7.296703279018402
1715876364.352784	20.16	8.791208863258362
1715876364.384866	23.52	10.373626410961151
1715876364.416945	23.52	11.780219852924347
1715876364.448778	26.88	13.186813235282898
1715876364.4808698	23.52	14.769230782985687
1715876364.512959	23.52	16.263736307621002
1715876364.54479	26.88	17.670329689979553
1715876364.576867	23.52	19.164835214614868
1715876364.6088178	26.88	20.65934067964554
1715876364.640845	23.52	22.065934121608734
1715876364.672781	23.52	23.472527503967285
1715876364.7048268	23.52	24.879120886325836
1715876364.736852	20.16	26.37362641096115
1715876364.768863	20.16	27.692307710647583
1715876364.8008478	20.16	29.186813235282898
1715876364.832833	23.52	30.59340661764145
1715876364.86479	20.16	31.91208791732788
1715876364.896838	23.52	33.31868135929108
1715876364.928988	23.52	34.81318682432175
1715876364.960791	23.52	36.13186818361282
1715876364.9927838	20.16	37.450549483299255
1715876365.024805	20.16	38.857142865657806
1715876365.0568068	20.16	40.263736307621
1715876365.0887759	20.16	41.406593441963196
1715876365.120988	20.16	42.81318688392639
1715876365.1528409	23.52	44.21978026628494
1715876365.1848562	23.52	45.538461565971375
1715876365.21673	23.52	46.76923084259033
1715876365.24875	20.16	48.08791208267212
1715876365.2809181	23.52	49.31868129968643
1715876365.312931	23.52	50.63736265897751
1715876365.344851	23.52	51.95604395866394
1715876365.376721	23.52	53.27472525835037
1715876365.408695	20.16	54.50549453496933
1715876365.440781	26.88	55.73626375198364
1715876365.472866	23.52	57.05494511127472
1715876365.504852	23.52	58.19780224561691
1715876365.53673	23.52	59.42857152223587
1715876365.56873	23.52	60.65934067964554
1715876365.600766	20.16	61.89010989665985
1715876365.6326568	23.52	63.20879119634628
1715876365.6648378	20.16	64.43956047296524
1715876365.6967978	20.16	65.58241760730743
1715876365.728648	23.52	66.90109896659851
1715876365.7608929	20.16	68.0439561009407
1715876365.792752	20.16	69.18681317567825
1715876365.824702	20.16	70.41758239269257
1715876365.8567429	20.16	71.64835166931152
1715876365.888767	20.16	72.79120880365372
1715876365.920799	20.16	74.02197808027267
1715876365.952802	20.16	75.07692313194275
1715876365.9848719	23.52	76.13186812400818
1715876366.016795	20.16	77.18681317567825
1715876366.0486872	20.16	78.15384620428085
1715876366.081246	20.16	79.12087917327881
1715876366.1128268	23.52	80.08791208267212
1715876366.145018	23.52	81.05494511127472
1715876366.176882	23.52	82.02197808027267
1715876366.208739	20.16	82.98901098966599
1715876366.2407491	20.16	83.95604395866394
