time	force
1715776926.225015	0.0
1715776926.225352	0.0
1715776926.226034	-0.02
1715776926.226363	0.0
1715776926.226645	-0.02
1715776926.2269251	-0.02
1715776926.227191	-0.02
1715776926.227455	0.0
1715776926.2277398	-0.02
1715776926.2280178	-0.02
1715776926.228257	0.0
1715776926.2285	-0.02
1715776926.228738	0.0
1715776926.228972	0.0
1715776926.229204	0.0
1715776926.2294312	0.0
1715776926.2296598	-0.02
1715776926.229889	0.0
1715776926.2301161	0.0
1715776926.230348	0.0
1715776926.2305741	0.0
1715776926.2308018	0.0
1715776926.231026	0.0
1715776926.2312589	-0.02
1715776926.2314858	-0.02
1715776926.231713	0.0
1715776926.231937	0.02
1715776926.271119	-0.02
1715776926.322214	0.0
1715776926.373104	0.0
1715776926.424212	0.0
1715776926.475245	0.0
1715776926.526261	0.0
1715776926.577274	0.0
1715776926.6283572	0.0
1715776926.679255	0.0
1715776926.730308	0.0
1715776926.7814279	0.02
1715776926.832273	0.0
1715776926.883275	0.02
1715776926.934328	0.0
1715776926.9854562	0.0
1715776927.036347	0.0
1715776927.087303	0.0
1715776927.1382148	0.0
1715776927.189409	0.0
1715776927.2403488	0.0
1715776927.291313	0.0
1715776927.3426392	0.0
1715776927.393298	0.0
1715776927.44503	0.0
1715776927.49513	0.0
1715776927.5465112	0.0
1715776927.597433	0.02
1715776927.6483998	0.0
1715776927.699878	0.02
1715776927.750539	0.0
1715776927.801642	0.0
1715776927.852292	0.0
1715776927.903469	0.0
1715776927.954188	0.0
1715776928.00579	0.02
1715776928.056074	0.0
1715776928.10834	0.0
1715776928.1595678	0.02
1715776928.2093241	-0.02
1715776928.260301	0.0
1715776928.311381	0.0
1715776928.3619819	0.0
1715776928.4130182	0.0
1715776928.464003	0.0
1715776928.515024	0.0
1715776928.5660381	0.0
1715776928.6169758	0.02
1715776928.6679869	0.0
1715776928.7190158	0.0
1715776928.770045	0.0
1715776928.8210602	0.0
1715776928.8720078	-0.02
1715776928.9229922	0.0
1715776928.97403	0.0
1715776929.02498	0.0
1715776929.076025	0.0
1715776929.127002	0.0
1715776929.178036	0.0
1715776929.229064	0.02
1715776929.279993	0.0
1715776929.331001	0.0
1715776929.382005	0.0
1715776929.4330611	0.0
1715776929.483993	-0.02
1715776929.535003	0.0
1715776929.586014	0.0
1715776929.6370711	-0.02
1715776929.688052	0.02
1715776929.739017	-0.02
1715776929.789977	0.0
1715776929.840999	0.0
1715776929.8920991	-0.02
1715776929.94303	0.0
1715776929.9940538	0.0
1715776930.0450182	0.0
1715776930.0960052	0.0
1715776930.1470022	0.0
1715776930.197999	0.0
1715776930.249923	0.0
1715776930.29998	-0.02
1715776930.351006	-0.02
1715776930.401999	-0.02
1715776930.4530728	0.0
1715776930.5040908	0.0
1715776930.55508	-0.02
1715776930.605988	0.0
1715776930.657035	0.0
1715776930.708104	0.0
1715776930.759104	0.0
1715776930.81005	0.07
1715776930.8610291	0.19
1715776930.912063	0.31
1715776930.963061	0.41
1715776931.014014	0.53
1715776931.065054	0.65
1715776931.11605	0.77
1715776931.167031	0.89
1715776931.218053	0.98
1715776931.26899	1.05
1715776931.320062	1.15
1715776931.371063	1.25
1715776931.422016	1.37
1715776931.472971	1.44
1715776931.5240698	1.53
1715776931.575083	1.58
1715776931.626047	1.68
1715776931.676988	1.77
1715776931.728068	1.84
1715776931.779027	1.92
1715776931.8300412	1.99
1715776931.8810072	2.08
1715776931.93201	2.16
1715776931.982975	2.23
1715776932.0340009	2.3
1715776932.085013	2.37
1715776932.1360269	2.49
1715776932.187028	2.56
1715776932.237992	2.63
1715776932.288974	2.71
1715776932.3399801	2.78
1715776932.391028	2.85
1715776932.442019	2.92
1715776932.492981	3.02
1715776932.544065	3.07
1715776932.595074	3.16
1715776932.646114	3.23
1715776932.697056	3.3
1715776932.748001	3.4
1715776932.799021	3.45
1715776932.85005	3.52
1715776932.9010181	3.62
1715776932.952131	3.71
1715776933.003102	3.78
1715776933.0549068	3.86
1715776933.1049862	3.93
1715776933.1559958	4.0
1715776933.2070909	4.07
1715776933.2580569	4.14
1715776933.309004	4.24
1715776933.359991	4.29
1715776933.4110599	4.38
1715776933.462066	4.45
1715776933.513076	4.53
1715776933.564013	4.6
1715776933.614989	4.67
1715776933.666058	4.72
1715776933.7169878	4.81
1715776933.7680042	4.89
1715776933.819037	4.96
1715776933.8700092	5.01
1715776933.9209979	5.08
1715776933.971974	5.15
1715776934.0230641	5.22
1715776934.0740962	5.27
1715776934.125001	5.34
1715776934.1760051	5.39
1715776934.2270389	5.46
1715776934.278063	5.53
1715776934.329022	5.56
1715776934.379987	5.56
1715776934.43101	5.56
1715776934.482007	5.56
1715776934.5330062	5.56
1715776934.5839841	5.56
1715776934.635078	5.56
1715776934.686045	5.56
1715776934.737004	5.53
1715776934.787997	5.53
1715776934.83904	5.53
1715776934.890042	5.53
1715776934.941136	5.53
1715776934.992013	5.53
1715776935.0430698	5.53
1715776935.094072	5.51
1715776935.145059	5.53
1715776935.195968	5.51
1715776935.2470012	5.53
1715776935.29808	5.51
1715776935.3490272	5.48
1715776935.399999	5.51
1715776935.451009	5.51
1715776935.502051	5.51
1715776935.553053	5.51
1715776935.60404	5.48
1715776935.655	5.48
1715776935.706039	5.48
1715776935.7570078	5.48
1715776935.808043	5.51
1715776935.858975	5.48
1715776935.910984	5.51
1715776935.961042	5.48
1715776936.01201	5.48
1715776936.063008	5.51
1715776936.114073	5.48
1715776936.165065	5.48
1715776936.215976	5.48
1715776936.267017	5.48
1715776936.3180401	5.46
1715776936.369025	5.48
1715776936.420026	5.48
1715776936.471008	5.48
1715776936.5219579	5.46
1715776936.572992	5.46
1715776936.6239738	5.46
1715776936.6749718	5.48
1715776936.726075	5.48
1715776936.7770839	5.46
1715776936.828012	5.46
1715776936.87901	5.46
1715776936.929989	5.44
1715776936.981062	5.46
1715776937.0320818	5.48
1715776937.0830028	5.44
1715776937.133997	5.46
1715776937.185044	5.46
1715776937.23601	5.46
1715776937.2870138	5.46
1715776937.3380601	5.44
1715776937.38897	5.44
1715776937.439998	5.46
1715776937.490968	5.44
1715776937.542042	5.44
1715776937.593029	5.44
1715776937.644063	5.46
1715776937.694966	5.46
1715776937.746006	5.44
1715776937.797107	5.46
1715776937.848038	5.44
1715776937.899037	5.44
1715776937.950027	5.44
1715776938.001015	5.44
1715776938.052106	5.44
1715776938.103057	5.44
1715776938.154033	5.46
1715776938.204961	5.44
1715776938.2560441	5.44
1715776938.307001	5.44
1715776938.3580081	5.44
1715776938.4091089	5.44
1715776938.46002	5.44
1715776938.511035	5.44
1715776938.562252	5.44
1715776938.613121	5.44
1715776938.6642618	5.44
1715776938.7159522	5.41
1715776938.76624	5.44
1715776938.8172271	5.44
1715776938.8680902	5.41
1715776938.9190102	5.44
1715776938.97003	5.44
1715776939.021064	5.44
1715776939.072187	5.44
1715776939.123036	5.44
1715776939.175481	5.44
1715776939.225803	5.44
1715776939.276198	5.41
1715776939.327178	5.41
1715776939.3780448	5.44
1715776939.429197	5.41
1715776939.48015	5.41
1715776939.531164	5.44
1715776939.5822809	5.44
1715776939.6331708	5.44
1715776939.6840699	5.44
1715776939.735028	5.39
