time	present_current	goal_current	position_shift
1715776931.915659	16.8	5.0	51.69230769230765
1715776931.963719	20.16	5.0	53.1868131868132
1715776932.011664	13.44	5.0	54.769230769230774
1715776932.0595891	20.16	6.0	56.175824175824175
1715776932.1076748	20.16	6.0	57.75824175824175
1715776932.1556711	20.16	6.0	59.25274725274724
1715776932.203667	16.8	6.0	60.74725274725273
1715776932.25164	16.8	6.0	62.24175824175822
1715776932.2997272	16.8	6.0	63.73626373626374
1715776932.347688	16.8	6.0	65.23076923076923
1715776932.395654	16.8	6.0	66.72527472527472
1715776932.443537	16.8	6.0	68.2197802197802
1715776932.49164	20.16	6.0	69.6263736263736
1715776932.5396018	16.8	6.0	71.1208791208791
1715776932.5876741	16.8	6.0	72.43956043956041
1715776932.6357682	16.8	6.0	73.9340659340659
1715776932.683626	20.16	6.0	75.42857142857144
1715776932.731582	23.52	6.0	76.92307692307693
1715776932.779725	20.16	6.0	78.24175824175825
1715776932.828541	16.8	6.0	79.64835164835165
1715776932.875655	20.16	6.0	81.14285714285714
1715776932.9235232	16.8	6.0	82.54945054945054
1715776932.971606	16.8	6.0	84.04395604395603
1715776933.019715	20.16	6.0	85.53846153846152
1715776933.067657	20.16	6.0	86.94505494505495
1715776933.1155689	16.8	6.0	88.35164835164835
1715776933.1636071	16.8	6.0	89.67032967032966
1715776933.211541	16.8	6.0	91.07692307692307
1715776933.259674	16.8	6.0	92.48351648351647
1715776933.307544	20.16	6.0	93.89010989010987
1715776933.355596	16.8	6.0	95.29670329670327
1715776933.403828	20.16	6.0	96.79120879120876
1715776933.451774	16.8	6.0	98.10989010989013
1715776933.499638	20.16	7.0	99.42857142857144
1715776933.548009	23.52	7.0	100.65934065934067
1715776933.5957131	23.52	7.0	102.06593406593407
1715776933.643618	20.16	7.0	103.38461538461539
1715776933.6915698	23.52	7.0	104.61538461538461
1715776933.739548	23.52	7.0	106.02197802197801
1715776933.78756	23.52	7.0	107.16483516483515
1715776933.835562	23.52	7.0	108.39560439560438
1715776933.883643	23.52	7.0	109.62637362637363
1715776933.931583	23.52	7.0	110.85714285714286
1715776933.979512	23.52	7.0	112.08791208791209
1715776934.027603	20.16	7.0	113.23076923076923
1715776934.075603	23.52	7.0	114.46153846153845
1715776934.123465	16.8	7.0	115.60439560439559
1715776934.171502	20.16	7.0	116.74725274725273
1715776934.219799	23.52	7.0	117.80219780219778
1715776934.268193	16.8	7.0	118.76923076923075
1715776934.315609	20.16	7.0	119.47252747252745
1715776934.3635142	20.16	7.0	119.56043956043953
1715776934.4117079	20.16	7.0	119.47252747252745
1715776934.459691	20.16	7.0	119.56043956043953
1715776934.507596	20.16	7.0	119.56043956043953
1715776934.5555258	23.52	7.0	119.47252747252745
1715776934.603447	26.88	7.0	119.56043956043953
1715776934.651642	20.16	7.0	119.47252747252745
1715776934.6998131	20.16	7.0	119.56043956043953
1715776934.747434	20.16	7.0	119.56043956043953
1715776934.795409	23.52	7.0	119.56043956043953
1715776934.843619	20.16	7.0	119.56043956043953
1715776934.8914812	23.52	8.0	119.56043956043953
1715776934.939507	23.52	8.0	119.56043956043953
1715776934.987566	23.52	8.0	119.56043956043953
1715776935.0355961	23.52	8.0	119.56043956043953
1715776935.0836108	23.52	8.0	119.56043956043953
1715776935.131489	26.88	8.0	119.56043956043953
1715776935.179452	26.88	8.0	119.56043956043953
1715776935.227406	30.24	8.0	119.47252747252745
1715776935.275573	30.24	8.0	119.47252747252745
1715776935.323519	30.24	8.0	119.47252747252745
1715776935.3714108	33.6	8.0	119.47252747252745
1715776935.419436	26.88	8.0	119.56043956043953
1715776935.4675882	23.52	8.0	119.56043956043953
1715776935.515557	36.96	8.0	119.47252747252745
1715776935.563444	33.6	8.0	119.47252747252745
1715776935.611388	30.24	8.0	119.47252747252745
1715776935.659364	23.52	8.0	119.56043956043953
1715776935.707405	23.52	8.0	119.56043956043953
1715776935.755532	20.16	8.0	119.56043956043953
1715776935.8034859	26.88	8.0	119.56043956043953
1715776935.851392	26.88	8.0	119.47252747252745
1715776935.899564	26.88	8.0	119.56043956043953
1715776935.947422	26.88	8.0	119.56043956043953
1715776935.995479	23.52	8.0	119.56043956043953
1715776936.043494	23.52	8.0	119.56043956043953
1715776936.091558	23.52	8.0	119.56043956043953
1715776936.1394181	26.88	8.0	119.47252747252745
1715776936.187453	26.88	8.0	119.56043956043953
1715776936.235357	20.16	8.0	119.56043956043953
1715776936.283394	23.52	8.0	119.56043956043953
1715776936.3314939	23.52	9.0	119.56043956043953
1715776936.379401	26.88	9.0	119.56043956043953
1715776936.427337	26.88	9.0	119.56043956043953
1715776936.475358	23.52	9.0	119.47252747252745
1715776936.523425	30.24	9.0	119.56043956043953
1715776936.5714822	26.88	9.0	119.56043956043953
1715776936.6193569	30.24	9.0	119.56043956043953
1715776936.667348	26.88	9.0	119.47252747252745
1715776936.715379	36.96	9.0	119.56043956043953
1715776936.7634418	30.24	9.0	119.47252747252745
1715776936.811431	23.52	9.0	119.56043956043953
1715776936.859487	23.52	9.0	119.56043956043953
1715776936.907367	26.88	9.0	119.56043956043953
1715776936.9555452	26.88	9.0	119.56043956043953
1715776937.003445	36.96	9.0	119.56043956043953
1715776937.051285	26.88	9.0	119.47252747252745
1715776937.099315	30.24	9.0	119.56043956043953
1715776937.1474292	33.6	9.0	119.56043956043953
1715776937.195369	33.6	9.0	119.56043956043953
1715776937.2433028	23.52	9.0	119.56043956043953
1715776937.291308	23.52	9.0	119.56043956043953
1715776937.339536	30.24	9.0	119.56043956043953
1715776937.387747	26.88	9.0	119.56043956043953
1715776937.435422	26.88	9.0	119.56043956043953
1715776937.483357	30.24	9.0	119.56043956043953
1715776937.531311	23.52	9.0	119.56043956043953
1715776937.579644	26.88	9.0	119.56043956043953
1715776937.627373	30.24	9.0	119.47252747252745
1715776937.675254	33.6	9.0	119.56043956043953
1715776937.723294	23.52	9.0	119.56043956043953
1715776937.771324	23.52	10.0	119.56043956043953
1715776937.8193998	33.6	10.0	119.56043956043953
1715776937.8673432	26.88	10.0	119.47252747252745
1715776937.9153368	30.24	10.0	119.56043956043953
1715776937.963356	36.96	10.0	119.56043956043953
1715776938.0114481	33.6	10.0	119.56043956043953
1715776938.059357	36.96	10.0	119.56043956043953
1715776938.1072881	30.24	10.0	119.56043956043953
1715776938.1552901	33.6	10.0	119.56043956043953
1715776938.2032819	33.6	10.0	119.56043956043953
1715776938.251302	40.32	10.0	119.56043956043953
1715776938.299236	43.68	10.0	119.47252747252745
1715776938.34739	36.96	10.0	119.56043956043953
1715776938.395348	30.24	10.0	119.56043956043953
1715776938.443292	40.32	10.0	119.56043956043953
