time	present_current	goal_current	position_shift
1715777040.194468	16.8	6.0	91.78021978021977
1715777040.242442	16.8	6.0	93.27472527472526
1715777040.290441	16.8	6.0	94.59340659340657
1715777040.3385432	20.16	6.0	95.91208791208794
1715777040.386542	16.8	6.0	97.23076923076925
1715777040.434456	20.16	6.0	98.3736263736264
1715777040.4824882	20.16	6.0	99.7802197802198
1715777040.530493	16.8	6.0	101.01098901098902
1715777040.578599	16.8	6.0	102.24175824175825
1715777040.626546	20.16	6.0	103.47252747252747
1715777040.674478	16.8	6.0	104.7032967032967
1715777040.7224388	16.8	6.0	105.84615384615384
1715777040.770588	20.16	6.0	107.0769230769231
1715777040.8184881	20.16	6.0	108.21978021978023
1715777040.866397	13.44	6.0	109.53846153846155
1715777040.914432	20.16	6.0	110.68131868131869
1715777040.963418	16.8	6.0	111.56043956043956
1715777041.010394	16.8	6.0	112.17582417582418
1715777041.058403	10.08	6.0	112.26373626373626
1715777041.106478	16.8	6.0	112.26373626373626
1715777041.154582	20.16	6.0	112.17582417582418
1715777041.202517	16.8	6.0	112.26373626373626
1715777041.250549	20.16	6.0	112.26373626373626
1715777041.298375	23.52	6.0	112.17582417582418
1715777041.3463712	16.8	6.0	112.17582417582418
1715777041.394421	20.16	6.0	112.26373626373626
1715777041.4424179	20.16	6.0	112.26373626373626
1715777041.490419	20.16	6.0	112.26373626373626
1715777041.538403	23.52	7.0	112.26373626373626
1715777041.586435	26.88	7.0	112.17582417582418
1715777041.634429	23.52	7.0	112.26373626373626
1715777041.682446	26.88	7.0	112.17582417582418
1715777041.7303522	20.16	7.0	112.26373626373626
1715777041.7785	23.52	7.0	112.26373626373626
1715777041.826335	20.16	7.0	112.26373626373626
1715777041.87444	23.52	7.0	112.17582417582418
1715777041.9223738	23.52	7.0	112.26373626373626
1715777041.970382	23.52	7.0	112.26373626373626
1715777042.01841	30.24	7.0	112.26373626373626
1715777042.066478	23.52	7.0	112.26373626373626
1715777042.11446	23.52	7.0	112.26373626373626
1715777042.162433	26.88	7.0	112.26373626373626
1715777042.2105532	26.88	7.0	112.26373626373626
1715777042.258479	20.16	7.0	112.26373626373626
1715777042.306443	23.52	7.0	112.26373626373626
1715777042.3543081	16.8	7.0	112.26373626373626
1715777042.402472	23.52	7.0	112.26373626373626
1715777042.450413	20.16	7.0	112.26373626373626
1715777042.49843	20.16	7.0	112.26373626373626
1715777042.5463302	20.16	7.0	112.17582417582418
1715777042.594357	20.16	7.0	112.26373626373626
1715777042.642347	23.52	7.0	112.26373626373626
1715777042.690668	23.52	7.0	112.17582417582418
1715777042.738389	23.52	7.0	112.26373626373626
1715777042.786358	30.24	7.0	112.26373626373626
1715777042.834365	26.88	7.0	112.26373626373626
1715777042.882584	30.24	7.0	112.17582417582418
1715777042.930534	20.16	8.0	112.26373626373626
1715777042.9783192	23.52	8.0	112.26373626373626
1715777043.0264351	23.52	8.0	112.26373626373626
1715777043.074382	20.16	8.0	112.26373626373626
1715777043.1228569	26.88	8.0	112.26373626373626
1715777043.17024	26.88	8.0	112.26373626373626
1715777043.218299	26.88	8.0	112.26373626373626
1715777043.266613	23.52	8.0	112.17582417582418
1715777043.314463	20.16	8.0	112.26373626373626
1715777043.3624551	23.52	8.0	112.26373626373626
1715777043.4102762	26.88	8.0	112.17582417582418
1715777043.4581819	20.16	8.0	112.26373626373626
1715777043.506471	26.88	8.0	112.26373626373626
1715777043.5544372	26.88	8.0	112.17582417582418
1715777043.602313	30.24	8.0	112.26373626373626
1715777043.650291	26.88	8.0	112.26373626373626
1715777043.698401	23.52	8.0	112.26373626373626
1715777043.7463949	33.6	8.0	112.26373626373626
1715777043.794257	20.16	8.0	112.26373626373626
1715777043.842541	26.88	8.0	112.26373626373626
1715777043.8904488	33.6	8.0	112.26373626373626
1715777043.9384089	26.88	8.0	112.17582417582418
1715777043.98631	26.88	8.0	112.26373626373626
1715777044.034227	23.52	8.0	112.26373626373626
1715777044.082284	26.88	8.0	112.26373626373626
1715777044.1303911	20.16	8.0	112.17582417582418
1715777044.1783109	20.16	8.0	112.17582417582418
1715777044.226214	23.52	8.0	112.26373626373626
1715777044.274194	23.52	8.0	112.26373626373626
1715777044.322377	33.6	8.0	112.17582417582418
1715777044.370464	26.88	9.0	112.26373626373626
1715777044.418283	26.88	9.0	112.26373626373626
1715777044.466317	26.88	9.0	112.26373626373626
1715777044.514435	33.6	9.0	112.26373626373626
1715777044.562378	30.24	9.0	112.26373626373626
1715777044.610324	26.88	9.0	112.26373626373626
1715777044.658227	26.88	9.0	112.26373626373626
1715777044.706231	26.88	9.0	112.26373626373626
1715777044.7544708	23.52	9.0	112.26373626373626
1715777044.8022442	26.88	9.0	112.17582417582418
1715777044.850265	30.24	9.0	112.26373626373626
1715777044.898303	23.52	9.0	112.26373626373626
1715777044.946315	33.6	9.0	112.17582417582418
1715777044.9942951	23.52	9.0	112.26373626373626
1715777045.042241	26.88	9.0	112.26373626373626
1715777045.090162	26.88	9.0	112.26373626373626
1715777045.138222	26.88	9.0	112.26373626373626
1715777045.18644	33.6	9.0	112.26373626373626
1715777045.234265	36.96	9.0	112.26373626373626
1715777045.282145	33.6	9.0	112.26373626373626
1715777045.330188	30.24	9.0	112.17582417582418
1715777045.378538	30.24	9.0	112.26373626373626
1715777045.426356	36.96	9.0	112.26373626373626
1715777045.474176	26.88	9.0	112.26373626373626
1715777045.522172	33.6	9.0	112.17582417582418
1715777045.570385	23.52	9.0	112.26373626373626
1715777045.618764	36.96	9.0	112.17582417582418
1715777045.666132	30.24	9.0	112.26373626373626
1715777045.7141728	26.88	9.0	112.26373626373626
1715777045.762369	33.6	9.0	112.17582417582418
1715777045.8101811	30.24	10.0	112.26373626373626
1715777045.858229	26.88	10.0	112.26373626373626
1715777045.906142	26.88	10.0	112.17582417582418
1715777045.954197	30.24	10.0	112.26373626373626
1715777046.00216	30.24	10.0	112.26373626373626
1715777046.050244	40.32	10.0	112.26373626373626
1715777046.098119	30.24	10.0	112.26373626373626
1715777046.146137	33.6	10.0	112.26373626373626
1715777046.1942558	36.96	10.0	112.26373626373626
1715777046.242286	43.68	10.0	112.26373626373626
1715777046.290106	30.24	10.0	112.26373626373626
1715777046.33813	33.6	10.0	112.26373626373626
1715777046.386305	33.6	10.0	112.26373626373626
1715777046.434137	33.6	10.0	112.26373626373626
1715777046.4822888	33.6	10.0	112.26373626373626
